SubscriptionID;DeliveryType;DeliveryClass;DeliveryContext;StartDate;EndDate
399874;MD;NOR;;02/01/2007;31/01/2007
400111;MD;NOR;PCH;21/06/2009;12/07/2009
400111;MD;NOR;PCH;19/07/2009;24/07/2009
400111;MD;NOR;PCH;01/08/2009;05/08/2009
400111;MD;NOR;PCH;15/08/2009;06/09/2009
400111;MD;NOR;PCH;13/09/2009;21/01/2010
400111;MD;NOR;PCH;04/12/2008;15/04/2009
400111;MD;NOR;PCH;21/04/2009;20/05/2009
400111;MD;NOR;PCH;26/05/2009;12/06/2009
400111;DI;;VAC;13/06/2009;20/06/2009
400111;DI;;VAC;16/04/2009;20/04/2009
400111;DI;;VAC;25/07/2009;31/07/2009
400111;DI;;VAC;13/07/2009;18/07/2009
400111;DI;;VAC;06/08/2009;14/08/2009
400111;DI;;VAC;07/09/2009;12/09/2009
400111;DI;;VAC;21/05/2009;25/05/2009
400112;MD;NOR;PCH;27/07/2008;04/08/2008
400112;MD;NOR;PCH;16/08/2008;21/09/2008
400112;MD;NOR;PCH;28/09/2008;03/12/2008
400112;MD;NOR;PCH;01/07/2008;06/07/2008
400112;MD;NOR;PCH;13/07/2008;13/07/2008
400112;MD;NOR;;01/10/2007;24/12/2007
400112;MD;NOR;;01/01/2008;30/03/2008
400112;MD;NOR;;04/04/2008;16/05/2008
400112;MD;NOR;;25/05/2008;15/06/2008
400112;MD;NOR;;21/06/2008;30/06/2008
400112;DI;;VAC;25/12/2007;31/12/2007
400112;DI;;VAC;22/09/2008;27/09/2008
400112;DI;;VAC;17/05/2008;24/05/2008
400112;DI;;VAC;07/07/2008;12/07/2008
400112;DI;;VAC;16/06/2008;20/06/2008
400112;DI;;VAC;14/07/2008;26/07/2008
400112;DI;;VAC;31/03/2008;03/04/2008
400112;DI;;VAC;05/08/2008;15/08/2008
400113;MD;NOR;;02/10/2006;25/12/2006
400113;MD;NOR;;22/09/2007;29/09/2007
400113;MD;NOR;;31/12/2006;09/04/2007
400113;MD;NOR;;15/04/2007;17/06/2007
400113;MD;NOR;;23/06/2007;10/07/2007
400113;MD;NOR;;29/07/2007;07/08/2007
400113;MD;NOR;;19/08/2007;13/09/2007
400113;DI;;;26/12/2006;30/12/2006
400113;DI;;;11/07/2007;28/07/2007
400113;DI;;;14/09/2007;21/09/2007
400113;DI;;;10/04/2007;14/04/2007
400113;DI;;;18/06/2007;22/06/2007
400113;DI;;;08/08/2007;18/08/2007
400161;MD;NOR;PCH;01/07/2008;01/04/2009
400161;MD;NOR;;16/03/2008;13/06/2008
400161;DI;;OTH;14/06/2008;30/06/2008
400162;MD;NOR;;02/01/2007;06/09/2007
400162;MD;NOR;;20/09/2007;26/10/2007
400162;MD;NOR;;13/01/2008;15/03/2008
400162;DI;;;07/09/2007;19/09/2007
400162;DI;;;27/10/2007;12/01/2008
400187;MD;NOR;;01/12/2007;29/02/2008
400188;MD;NOR;;01/09/2007;30/11/2007
400189;MD;NOR;;01/06/2007;31/08/2007
400190;MD;NOR;;01/03/2007;31/05/2007
400191;MD;NOR;;01/12/2006;28/02/2007
400979;MD;NOR;;01/08/2008;08/08/2008
400979;MD;NOR;;16/08/2008;04/08/2009
400979;MD;NOR;;14/08/2009;18/08/2009
400979;DI;;VAC;05/08/2009;13/08/2009
400979;DI;;OTH;09/08/2008;15/08/2008
400980;MD;NOR;;01/08/2007;10/08/2007
400980;MD;NOR;;18/08/2007;31/07/2008
400980;DI;;;11/08/2007;17/08/2007
400981;MD;NOR;;01/08/2006;11/08/2006
400981;MD;NOR;;19/08/2006;31/07/2007
400981;DI;;;12/08/2006;18/08/2006
401175;MD;NOR;;03/06/2008;03/06/2009
401176;MD;NOR;;02/06/2007;02/06/2008
401177;MD;NOR;;02/06/2006;01/06/2007
401266;MD;NOR;PCH;23/07/2008;21/05/2009
401266;MD;NOR;PCH;03/06/2009;04/08/2009
401266;DI;;VAC;22/05/2009;02/06/2009
401267;MD;NOR;PCH;01/07/2008;22/07/2008
401267;MD;NOR;;26/08/2007;08/02/2008
401267;MD;NOR;;16/02/2008;16/06/2008
401267;MD;NOR;;06/07/2007;19/08/2007
401267;DI;;OTH;09/02/2008;15/02/2008
401267;DI;;;02/07/2007;05/07/2007
401267;DI;;OTH;17/06/2008;30/06/2008
401267;DI;;;20/08/2007;25/08/2007
401268;MD;NOR;;01/07/2006;01/09/2006
401268;MD;NOR;;09/09/2006;25/09/2006
401268;MD;NOR;;11/10/2006;21/06/2007
401268;DI;;;02/09/2006;08/09/2006
401268;DI;;;26/09/2006;10/10/2006
402496;MD;NOR;;01/01/2008;09/03/2008
402496;MD;NOR;ACH;10/03/2008;31/03/2008
402497;MD;NOR;;01/10/2007;31/12/2007
402498;MD;NOR;;02/07/2007;29/09/2007
402499;MD;NOR;;02/04/2007;30/06/2007
402500;MD;NOR;;02/01/2007;31/03/2007
403043;MD;NOR;;27/07/2008;14/08/2008
403043;MD;NOR;;26/08/2008;01/02/2009
403043;MD;NOR;;08/02/2009;26/02/2009
403043;MD;NOR;;24/05/2008;11/07/2008
403043;MD;NOR;PCH;27/02/2009;25/06/2009
403043;DI;;OTH;02/02/2009;07/02/2009
403043;DI;;OTH;15/08/2008;25/08/2008
403043;DI;;VAC;12/07/2008;26/07/2008
403044;MD;NOR;;19/05/2007;06/07/2007
403044;MD;NOR;;21/07/2007;10/08/2007
403044;MD;NOR;;19/08/2007;17/09/2007
403044;MD;NOR;;22/09/2007;01/05/2008
403044;MD;NOR;;07/05/2008;23/05/2008
403044;DI;;;07/07/2007;20/07/2007
403044;DI;;;11/08/2007;18/08/2007
403044;DI;;;18/09/2007;21/09/2007
403044;DI;;OTH;02/05/2008;06/05/2008
403045;MD;NOR;;18/05/2006;07/07/2006
403045;MD;NOR;;21/07/2006;20/03/2007
403045;MD;NOR;;25/03/2007;18/05/2007
403045;DI;;;08/07/2006;20/07/2006
403045;DI;;;21/03/2007;24/03/2007
403725;MD;NOR;;01/12/2007;31/12/2007
403726;MD;NOR;;02/11/2007;30/11/2007
403727;MD;NOR;;01/10/2007;31/10/2007
403728;MD;NOR;;01/09/2007;29/09/2007
403729;MD;NOR;;01/08/2007;31/08/2007
403730;MD;NOR;;02/07/2007;31/07/2007
403731;MD;NOR;;01/06/2007;30/06/2007
403732;MD;NOR;;02/05/2007;31/05/2007
403733;MD;NOR;;02/04/2007;30/04/2007
403734;MD;NOR;;01/03/2007;31/03/2007
403735;MD;NOR;;01/02/2007;28/02/2007
403736;MD;NOR;;02/01/2007;31/01/2007
403808;MD;NOR;ACH;01/03/2009;07/06/2009
403808;MD;NOR;ACH;13/06/2009;23/08/2009
403808;MD;NOR;ACH;01/09/2009;09/10/2009
403808;MD;NOR;;28/08/2008;18/01/2009
403808;MD;NOR;ACH;19/01/2009;01/02/2009
403808;DI;;VAC;08/06/2009;12/06/2009
403808;DI;;VAC;02/02/2009;28/02/2009
403808;DI;;VAC;24/08/2009;31/08/2009
403809;MD;NOR;;09/08/2007;02/07/2008
403809;MD;NOR;;22/07/2008;27/08/2008
403809;DI;;VAC;03/07/2008;21/07/2008
403810;MD;NOR;;09/08/2006;08/08/2007
403956;MD;NOR;;01/02/2008;30/04/2008
403957;MD;NOR;;02/11/2007;31/01/2008
403958;MD;NOR;;01/08/2007;31/10/2007
403959;MD;NOR;;02/05/2007;31/07/2007
403960;MD;NOR;;01/02/2007;30/04/2007
403961;MD;NOR;;02/11/2006;31/01/2007
404028;MD;NOR;;01/01/2008;31/03/2008
404029;MD;NOR;;01/10/2007;31/12/2007
404030;MD;NOR;;02/07/2007;29/09/2007
404031;MD;NOR;;02/04/2007;30/06/2007
404032;MD;NOR;;02/01/2007;31/03/2007
404159;MD;NOR;;08/06/2008;26/02/2009
404159;MD;NOR;PCH;27/02/2009;10/06/2009
404160;MD;NOR;;08/06/2007;07/06/2008
404161;MD;NOR;;08/06/2006;07/06/2007
404441;MD;NOR;PCH;22/08/2008;03/04/2009
404441;MD;NOR;PCH;11/04/2009;12/07/2009
404441;MD;NOR;PCH;25/07/2009;10/09/2009
404441;DI;;VAC;04/04/2009;10/04/2009
404441;DI;;VAC;13/07/2009;24/07/2009
404442;MD;NOR;PCH;01/07/2008;13/07/2008
404442;MD;NOR;PCH;03/08/2008;21/08/2008
404442;MD;NOR;;01/08/2007;23/08/2007
404442;MD;NOR;;15/09/2007;30/06/2008
404442;DI;;VAC;14/07/2008;02/08/2008
404442;DI;;;24/08/2007;14/09/2007
404443;MD;NOR;;01/08/2006;05/07/2007
404443;MD;NOR;;21/07/2007;31/07/2007
404443;DI;;;06/07/2007;20/07/2007
404445;MD;NOR;PCH;01/07/2008;30/07/2008
404445;MD;NOR;;02/08/2007;30/06/2008
404446;MD;NOR;;01/08/2006;01/08/2007
404569;MD;NOR;;03/08/2008;04/08/2008
404569;MD;NOR;;11/07/2007;13/07/2007
404569;MD;NOR;;09/08/2007;23/03/2008
404569;MD;NOR;;30/03/2008;13/07/2008
404569;DI;;;14/07/2007;08/08/2007
404569;DI;;VAC;14/07/2008;02/08/2008
404569;DI;;OTH;24/03/2008;29/03/2008
404570;MD;NOR;;23/07/2006;01/04/2007
404570;MD;NOR;;15/04/2007;22/04/2007
404570;MD;NOR;;24/05/2007;10/07/2007
404570;DI;;;10/07/2006;22/07/2006
404570;DI;;;23/04/2007;23/05/2007
404570;DI;;;02/04/2007;14/04/2007
404585;MD;NOR;;27/01/2008;25/04/2008
404586;MD;NOR;;27/10/2007;26/01/2008
404587;MD;NOR;;27/07/2007;26/10/2007
404588;MD;NOR;;27/04/2007;08/07/2007
404588;MD;NOR;;21/07/2007;26/07/2007
404588;DI;;;09/07/2007;20/07/2007
404589;MD;NOR;;27/01/2007;26/04/2007
404590;MD;NOR;;27/10/2006;26/01/2007
404694;DI;;NPA;11/07/2008;11/07/2008
404694;MD;ABN;;12/07/2008;14/07/2008
404694;MD;NOR;ACH;20/10/2008;23/10/2008
404694;MD;ABN;;15/07/2008;15/07/2008
404694;MD;NOR;ACH;02/11/2008;21/12/2008
404694;MD;NOR;ACH;28/12/2008;23/07/2009
404694;MD;NOR;;29/06/2008;10/07/2008
404694;MD;NOR;;16/07/2008;31/08/2008
404694;MD;NOR;;07/09/2008;19/10/2008
404694;DI;;VAC;22/12/2008;27/12/2008
404694;DI;;OTH;01/09/2008;06/09/2008
404694;DI;;OTH;24/10/2008;01/11/2008
404695;MD;NOR;;30/06/2007;28/06/2008
404696;MD;NOR;;12/06/2006;27/10/2006
404696;MD;NOR;;05/11/2006;11/06/2007
404696;DI;;;28/10/2006;04/11/2006
405011;MD;NOR;PCH;05/02/2009;01/11/2009
405011;MD;NOR;PCH;08/11/2009;09/12/2009
405011;MD;NOR;PCH;19/11/2008;21/01/2009
405011;DI;;VAC;02/11/2009;07/11/2009
405011;DI;;VAC;22/01/2009;04/02/2009
405012;MD;NOR;PCH;01/07/2008;18/11/2008
405012;MD;NOR;;02/11/2007;04/04/2008
405012;MD;NOR;;19/04/2008;30/06/2008
405012;DI;;OTH;05/04/2008;18/04/2008
405013;MD;NOR;;02/11/2006;31/08/2007
405013;MD;NOR;;09/09/2007;24/09/2007
405013;MD;NOR;;06/10/2007;31/10/2007
405013;DR;NOR;;25/09/2007;05/10/2007
405013;DI;;;01/09/2007;08/09/2007
405137;MD;NOR;;01/12/2007;31/12/2007
405138;MD;NOR;;02/11/2007;30/11/2007
405139;MD;NOR;;01/10/2007;31/10/2007
405140;MD;NOR;;01/09/2007;29/09/2007
405141;MD;NOR;;01/08/2007;03/08/2007
405141;MD;NOR;;18/08/2007;31/08/2007
405141;DI;;;04/08/2007;17/08/2007
405142;MD;NOR;;02/07/2007;31/07/2007
405143;MD;NOR;;01/06/2007;30/06/2007
405144;MD;NOR;;02/05/2007;31/05/2007
405145;MD;NOR;;02/04/2007;30/04/2007
405146;MD;NOR;;01/03/2007;31/03/2007
405147;MD;NOR;;01/02/2007;28/02/2007
405148;MD;NOR;;02/01/2007;31/01/2007
405188;MD;NOR;;22/08/2008;10/08/2009
405188;MD;NOR;;18/08/2009;28/08/2009
405188;DI;;VAC;11/08/2009;17/08/2009
405189;MD;NOR;;19/08/2008;21/08/2008
405189;MD;NOR;;01/08/2007;23/09/2007
405189;MD;NOR;;30/09/2007;17/06/2008
405189;MD;NOR;;01/07/2008;11/08/2008
405189;DI;;OTH;18/06/2008;30/06/2008
405189;DI;;VAC;12/08/2008;18/08/2008
405189;DI;;;24/09/2007;29/09/2007
405190;MD;NOR;;01/08/2006;13/08/2006
405190;MD;NOR;;20/08/2006;30/08/2006
405190;MD;NOR;;10/09/2006;18/07/2007
405190;MD;NOR;;24/07/2007;31/07/2007
405190;DI;;;31/08/2006;09/09/2006
405190;DI;;;14/08/2006;19/08/2006
405190;DI;;;19/07/2007;23/07/2007
405203;MD;NOR;PCH;19/07/2009;12/08/2009
405203;MD;NOR;PCH;01/08/2008;08/07/2009
405203;DI;;VAC;09/07/2009;18/07/2009
405204;MD;NOR;PCH;01/07/2008;31/07/2008
405204;MD;NOR;ACH;28/06/2008;30/06/2008
405204;MD;NOR;;01/08/2007;27/06/2008
405205;MD;NOR;;01/08/2006;07/08/2006
405205;MD;NOR;;18/08/2006;30/03/2007
405205;MD;NOR;;07/04/2007;01/07/2007
405205;MD;NOR;;12/07/2007;31/07/2007
405205;DI;;;31/03/2007;06/04/2007
405205;DI;;;08/08/2006;17/08/2006
405205;DI;;;02/07/2007;11/07/2007
405755;MD;NOR;;01/12/2007;31/12/2007
405756;MD;NOR;;02/11/2007;30/11/2007
405757;MD;NOR;;01/10/2007;31/10/2007
405758;MD;NOR;;01/09/2007;29/09/2007
405759;MD;NOR;;01/08/2007;31/08/2007
405760;MD;NOR;;02/07/2007;31/07/2007
405761;MD;NOR;;01/06/2007;30/06/2007
405762;MD;NOR;;02/05/2007;31/05/2007
405763;MD;NOR;;02/04/2007;30/04/2007
405764;MD;NOR;;01/03/2007;31/03/2007
405765;MD;NOR;;01/02/2007;28/02/2007
405766;MD;NOR;;02/01/2007;31/01/2007
405892;MD;NOR;PCH;01/07/2008;02/06/2009
405892;MD;NOR;;01/06/2008;30/06/2008
405893;MD;NOR;;01/06/2007;31/05/2008
405894;MD;NOR;;01/06/2006;31/01/2007
405894;MD;NOR;;01/02/2007;31/05/2007
406312;MD;NOR;PCH;01/07/2008;05/03/2009
406312;MD;NOR;;09/03/2008;30/06/2008
406312;MD;NOR;PCH;06/03/2009;09/03/2009
406313;MD;NOR;;09/03/2007;05/09/2007
406313;MD;NOR;;11/09/2007;08/03/2008
406313;DI;;;06/09/2007;10/09/2007
406314;MD;NOR;;09/03/2006;08/03/2007
406509;MD;NOR;PCH;01/07/2008;15/08/2008
406509;MD;NOR;PCH;31/08/2008;05/03/2009
406509;MD;NOR;;04/03/2008;01/05/2008
406509;MD;NOR;;09/05/2008;30/06/2008
406509;MD;NOR;PCH;06/03/2009;25/03/2009
406509;DI;;OTH;02/05/2008;08/05/2008
406509;DI;;VAC;16/08/2008;30/08/2008
406510;MD;NOR;;03/03/2007;01/06/2007
406510;MD;NOR;;10/06/2007;10/08/2007
406510;MD;NOR;;01/09/2007;03/03/2008
406510;DI;;;02/06/2007;09/06/2007
406510;DI;;;11/08/2007;31/08/2007
406511;MD;NOR;;03/03/2006;05/05/2006
406511;MD;NOR;;13/05/2006;10/08/2006
406511;MD;NOR;;27/08/2006;02/03/2007
406511;DI;;;11/08/2006;26/08/2006
406511;DI;;;06/05/2006;12/05/2006
406512;MD;NOR;PCH;01/07/2008;16/05/2009
406512;MD;NOR;;01/05/2008;04/06/2008
406512;MD;NOR;;19/06/2008;30/06/2008
406512;DI;;VAC;05/06/2008;18/06/2008
406513;MD;NOR;ACH;02/05/2007;05/06/2007
406513;MD;NOR;ACH;22/06/2007;30/09/2007
406513;MD;NOR;;01/10/2007;30/04/2008
406513;DI;;;06/06/2007;21/06/2007
406514;MD;NOR;ACH;25/06/2006;30/04/2007
406514;MD;NOR;ACH;02/05/2006;05/06/2006
406514;DI;;;06/06/2006;24/06/2006
407428;MD;NOR;;25/11/2008;02/08/2009
407428;MD;NOR;;14/08/2009;05/12/2009
407428;DI;;VAC;03/08/2009;13/08/2009
407429;MD;NOR;;08/11/2007;25/07/2008
407429;MD;NOR;;10/08/2008;24/11/2008
407429;DI;;VAC;26/07/2008;09/08/2008
407430;MD;NOR;;08/11/2006;07/11/2007
407934;MD;NOR;;20/11/2007;30/11/2007
407935;MD;NOR;;19/05/2007;19/11/2007
407936;MD;NOR;;18/11/2006;18/05/2007
408452;MD;NOR;;01/01/2008;06/07/2008
408452;MD;NOR;;31/08/2008;23/02/2009
408452;DI;;VAC;07/07/2008;30/08/2008
408453;MD;NOR;;02/01/2007;31/01/2007
408453;MD;NOR;;01/02/2007;31/12/2007
408487;MD;NOR;;31/08/2008;02/09/2009
408488;MD;NOR;;01/09/2007;30/08/2008
408489;MD;NOR;;01/09/2006;31/08/2007
408641;MD;NOR;PCH;01/07/2008;31/08/2008
408641;MD;NOR;PCH;13/09/2008;22/01/2009
408641;MD;NOR;;01/01/2008;19/06/2008
408641;MD;NOR;;29/06/2008;30/06/2008
408641;DI;;OTH;01/09/2008;12/09/2008
408641;DI;;VAC;20/06/2008;28/06/2008
408642;MD;NOR;;02/01/2007;31/12/2007
408782;MD;NOR;PCH;01/07/2008;28/12/2008
408782;MD;NOR;PCH;03/01/2009;17/04/2009
408782;MD;NOR;;23/06/2008;30/06/2008
408782;MD;NOR;;23/03/2008;04/05/2008
408782;MD;NOR;;10/05/2008;07/06/2008
408782;DI;;VAC;29/12/2008;02/01/2009
408782;DI;;OTH;05/05/2008;09/05/2008
408782;DI;;OTH;08/06/2008;22/06/2008
408783;MD;NOR;;22/03/2007;14/06/2007
408783;MD;NOR;;30/06/2007;02/09/2007
408783;MD;NOR;;13/09/2007;22/03/2008
408783;DI;;;03/09/2007;12/09/2007
408783;DI;;;15/06/2007;29/06/2007
408784;MD;NOR;;22/03/2006;31/05/2006
408784;MD;NOR;;01/06/2006;13/06/2006
408784;MD;NOR;;29/06/2006;03/09/2006
408784;MD;NOR;;13/09/2006;21/03/2007
408784;DI;;;14/06/2006;28/06/2006
408784;DI;;;04/09/2006;12/09/2006
408839;MD;NOR;PCH;01/07/2008;17/12/2008
408839;MD;NOR;;19/12/2007;30/06/2008
408840;MD;NOR;;19/12/2006;18/12/2007
408888;MD;NOR;PCH;21/07/2009;01/11/2009
408888;MD;NOR;PCH;07/11/2009;17/11/2009
408888;MD;NOR;PCH;09/10/2008;30/11/2008
408888;MD;NOR;PCH;17/12/2008;05/07/2009
408888;DI;;VAC;02/11/2009;06/11/2009
408888;DI;;VAC;01/12/2008;16/12/2008
408888;DI;;VAC;06/07/2009;20/07/2009
408889;MD;NOR;PCH;07/09/2008;24/09/2008
408889;MD;NOR;PCH;07/10/2008;08/10/2008
408889;MD;NOR;PCH;01/07/2008;29/08/2008
408889;MD;NOR;;21/12/2007;30/06/2008
408889;MD;NOR;;04/09/2007;14/10/2007
408889;MD;NOR;;21/10/2007;05/12/2007
408889;DI;;VAC;25/09/2008;06/10/2008
408889;DI;;OTH;30/08/2008;06/09/2008
408889;DI;;OTH;06/12/2007;20/12/2007
408889;DI;;;15/10/2007;20/10/2007
408890;MD;NOR;;26/08/2007;03/09/2007
408890;MD;NOR;;30/05/2007;20/08/2007
408890;MD;NOR;;04/09/2006;05/12/2006
408890;MD;NOR;;21/12/2006;28/12/2006
408890;MD;NOR;;06/01/2007;14/05/2007
408890;DI;;;06/12/2006;20/12/2006
408890;DI;;;29/12/2006;05/01/2007
408890;DI;;;15/05/2007;29/05/2007
408890;DI;;;21/08/2007;25/08/2007
409080;MD;NOR;PCH;19/07/2009;01/01/2010
409080;MD;NOR;PCH;31/01/2010;05/02/2010
409080;DI;;;20/02/2009;28/02/2009
409080;MD;NOR;PCH;05/12/2008;19/02/2009
409080;MD;NOR;PCH;01/03/2009;26/06/2009
409080;DI;;VAC;02/01/2010;30/01/2010
409080;DI;;VAC;27/06/2009;18/07/2009
409081;MD;NOR;PCH;20/07/2008;04/12/2008
409081;MD;NOR;;02/11/2007;20/03/2008
409081;MD;NOR;;30/03/2008;26/06/2008
409081;DI;;VAC;21/03/2008;29/03/2008
409081;DI;;OTH;27/06/2008;19/07/2008
409082;MD;NOR;;02/11/2006;15/02/2007
409082;MD;NOR;;25/02/2007;28/06/2007
409082;MD;NOR;;21/07/2007;31/10/2007
409082;DI;;;29/06/2007;20/07/2007
409082;DI;;;16/02/2007;24/02/2007
409719;MD;NOR;;01/10/2008;01/10/2009
409720;MD;NOR;;01/10/2007;30/09/2008
409721;MD;NOR;;02/10/2006;29/09/2007
409825;MD;NOR;;24/02/2008;06/03/2008
409826;MD;NOR;;24/02/2007;23/02/2008
409827;MD;NOR;;23/02/2006;31/01/2007
409827;MD;NOR;;01/02/2007;23/02/2007
409872;MD;NOR;;20/07/2008;22/07/2009
409873;MD;NOR;;20/07/2007;19/07/2008
409874;MD;NOR;;20/07/2006;19/07/2007
409940;MD;NOR;;12/10/2008;14/10/2009
409941;MD;NOR;;12/10/2007;11/10/2008
409942;MD;NOR;;12/10/2006;11/10/2007
410404;MD;NOR;;30/11/2008;30/11/2009
410405;MD;NOR;;01/12/2007;29/11/2008
410406;MD;NOR;;01/12/2006;31/01/2007
410406;MD;NOR;;01/02/2007;30/11/2007
411095;MD;NOR;;08/07/2009;03/08/2009
411095;MD;NOR;;20/08/2009;28/01/2010
411095;MD;NOR;;08/11/2008;04/02/2009
411095;MD;NOR;;01/03/2009;05/04/2009
411095;MD;NOR;;14/04/2009;07/06/2009
411095;DI;;VAC;06/04/2009;13/04/2009
411095;DI;;VAC;05/02/2009;28/02/2009
411095;DI;;VAC;08/06/2009;07/07/2009
411095;DI;;VAC;04/08/2009;19/08/2009
411096;MD;NOR;;18/09/2007;19/10/2007
411096;MD;NOR;;22/11/2007;06/07/2008
411096;MD;NOR;;26/07/2008;07/11/2008
411096;DI;;VAC;07/07/2008;25/07/2008
411096;DI;;;20/10/2007;21/11/2007
411097;MD;NOR;;31/12/2006;06/08/2007
411097;MD;NOR;;26/08/2007;17/09/2007
411097;DI;;;18/09/2006;30/12/2006
411097;DI;;;07/08/2007;25/08/2007
411316;MD;NOR;PCH;01/07/2008;17/02/2009
411316;MD;NOR;;19/02/2008;30/06/2008
411317;MD;NOR;;19/02/2007;18/02/2008
411318;MD;NOR;;19/01/2006;17/02/2007
411527;DR;NOR;VAC;05/06/2008;13/06/2008
411527;MD;NOR;;20/05/2008;04/06/2008
411527;MD;NOR;;14/06/2008;18/05/2009
411528;MD;NOR;;19/05/2007;19/05/2008
411529;MD;NOR;;18/05/2006;18/05/2007
412104;MD;NOR;;29/04/2008;29/06/2008
412104;MD;NOR;;11/07/2008;11/05/2009
412104;DI;;VAC;30/06/2008;10/07/2008
412105;DR;NOR;;09/07/2007;18/07/2007
412105;MD;NOR;;30/04/2007;08/07/2007
412105;MD;NOR;;19/07/2007;28/04/2008
412106;MD;NOR;;29/04/2006;31/01/2007
412106;MD;NOR;;01/02/2007;28/04/2007
412362;MD;NOR;;01/04/2008;30/03/2009
412363;MD;NOR;;02/04/2007;31/03/2008
412364;MD;NOR;;01/04/2006;31/03/2007
412534;MD;NOR;;19/04/2008;05/03/2009
412534;MD;NOR;PCH;06/03/2009;18/04/2009
412535;MD;NOR;;19/04/2007;18/04/2008
412536;MD;NOR;;19/04/2006;18/04/2007
412641;MD;NOR;PCH;11/11/2008;05/03/2009
412641;MD;NOR;PCH;06/03/2009;10/11/2009
412642;MD;NOR;PCH;01/07/2008;10/11/2008
412642;MD;NOR;;12/11/2007;30/06/2008
412643;MD;NOR;;13/11/2006;02/09/2007
412643;MD;NOR;;13/09/2007;10/11/2007
412643;DI;;;03/09/2007;12/09/2007
412674;MD;NOR;;08/05/2008;05/03/2009
412674;MD;NOR;PCH;06/03/2009;07/05/2009
412675;MD;NOR;;08/05/2007;07/05/2008
412676;MD;NOR;;08/05/2006;07/05/2007
412729;MD;NOR;;12/02/2008;20/08/2008
412730;MD;NOR;;07/08/2007;11/02/2008
412731;MD;NOR;;06/02/2007;06/08/2007
412732;MD;NOR;;05/08/2006;05/02/2007
412733;MD;NOR;;10/02/2008;09/08/2008
412734;MD;NOR;;05/08/2007;09/02/2008
412735;MD;NOR;;04/02/2007;04/08/2007
412736;MD;NOR;;05/08/2006;03/02/2007
413136;MD;NOR;;11/01/2008;09/04/2008
413137;MD;NOR;;11/10/2007;10/01/2008
413138;MD;NOR;;11/07/2007;10/10/2007
413139;MD;NOR;;11/04/2007;10/07/2007
413140;MD;NOR;;11/01/2007;10/04/2007
413141;MD;NOR;;11/10/2006;10/01/2007
413223;MD;NOR;;01/02/2008;30/04/2008
413224;MD;NOR;;29/01/2008;31/01/2008
413224;MD;NOR;;02/11/2007;21/01/2008
413224;DR;NOR;VAC;22/01/2008;28/01/2008
413225;MD;NOR;;01/08/2007;31/10/2007
413225;DI;;;13/07/2007;31/07/2007
413226;MD;NOR;;02/05/2007;12/07/2007
413227;MD;NOR;;01/02/2007;30/04/2007
413228;MD;NOR;;02/11/2006;31/01/2007
413231;MD;NOR;PCH;05/07/2008;21/09/2008
413231;MD;NOR;PCH;11/10/2008;20/02/2009
413231;MD;NOR;;01/01/2008;02/04/2008
413231;MD;NOR;;12/04/2008;12/06/2008
413231;DI;;OTH;22/09/2008;10/10/2008
413231;DI;;OTH;03/04/2008;11/04/2008
413231;DI;;OTH;13/06/2008;04/07/2008
413232;MD;NOR;;30/06/2007;18/09/2007
413232;MD;NOR;;06/10/2007;31/12/2007
413232;MD;NOR;;02/01/2007;12/06/2007
413232;DI;;;13/06/2007;29/06/2007
413232;DI;;;19/09/2007;05/10/2007
413251;MD;NOR;;23/11/2008;14/06/2009
413251;MD;NOR;;28/06/2009;07/12/2009
413251;DI;;VAC;15/06/2009;27/06/2009
413252;MD;NOR;;23/11/2007;22/11/2008
413253;MD;NOR;;23/11/2006;22/11/2007
413410;MD;NOR;PCH;04/10/2008;02/07/2009
413410;MD;NOR;PCH;10/07/2009;12/10/2009
413410;DI;;VAC;03/07/2009;09/07/2009
413411;MD;NOR;PCH;05/07/2008;03/10/2008
413411;MD;NOR;;27/09/2007;27/06/2008
413411;DI;;VAC;28/06/2008;04/07/2008
413412;MD;NOR;;27/09/2006;26/09/2007
413450;MD;NOR;PCH;26/08/2008;05/09/2008
413451;MD;NOR;PCH;01/07/2008;25/08/2008
413451;MD;NOR;;25/08/2007;30/06/2008
413452;MD;NOR;;25/08/2006;24/08/2007
413795;MD;NOR;;05/06/2008;05/03/2009
413795;MD;NOR;PCH;06/03/2009;06/06/2009
413796;MD;NOR;;05/06/2007;04/06/2008
413797;MD;NOR;;06/06/2006;04/06/2007
413986;MD;NOR;;01/02/2008;30/04/2008
413987;MD;NOR;;02/11/2007;31/01/2008
413988;MD;NOR;;01/08/2007;31/10/2007
413989;MD;NOR;;29/07/2007;31/07/2007
413989;MD;NOR;;02/05/2007;08/07/2007
413989;DI;;;09/07/2007;28/07/2007
413990;MD;NOR;;01/02/2007;30/04/2007
413991;MD;NOR;;02/11/2006;31/01/2007
414138;MD;NOR;;29/11/2008;28/11/2009
414139;MD;NOR;;22/11/2007;01/02/2008
414139;MD;NOR;;09/02/2008;28/11/2008
414139;DI;;OTH;02/02/2008;08/02/2008
414140;MD;NOR;;22/11/2006;21/11/2007
414554;MD;NOR;ACH;26/03/2009;02/11/2009
414554;MD;NOR;PCH;01/11/2008;05/03/2009
414554;MD;NOR;PCH;06/03/2009;25/03/2009
414555;MD;NOR;PCH;01/07/2008;31/10/2008
414555;MD;NOR;;02/11/2007;30/06/2008
414556;MD;NOR;;02/11/2006;31/10/2007
