SubscriptionID	CustomerID	ProductID	Pattern		StartDate	EndDate	NbrNewspapers	NbrStart	RenewalDate	PaymentType	PaymentStatus	PaymentDate	FormulaID	GrossFormulaPrice	NetFormulaPrice	NetNewspaperPrice	ProductDiscount	FormulaDiscount	TotalDiscount	TotalPrice	TotalCredit
195671	237996	8	1111110		12/10/2006	11/04/2007	151	15	BT	Paid	9/10/2006	17/05/1902	123	123	0.81457	0	0	0	133.43	0	
196139	240029	8	1111110		15/02/2008	13/02/2009	304	10	14/01/2009	BT	Paid	7/02/2008	875	249	249	0.819079	0	0	0	249	0
196140	240029	8	1111110		15/02/2007	14/02/2008	304	25	15/01/2008	BT	Paid	1/02/2007	874	235	235	0.773026	0	0	0	235	0
196141	240029	8	1111110		15/02/2006	14/02/2007	303	15	BT	Paid	6/02/2006	22/05/1902	229	229	0.755776	0	0	0	229	0	
196171	240069	8	1111110		1/06/2008	15/06/2009	304	10	18/05/2009	BT	Paid	15/05/2008	875	249	249	0.796184	0	0	0	242.04	-6.96
196172	240069	8	1111110		1/06/2007	31/05/2008	306	25	1/05/2008	BT	Paid	16/05/2007	874	235	235	0.767974	0	0	0	235	0
196173	240069	8	1111110		1/06/2006	31/05/2007	302	15	BT	Paid	10/05/2006	22/05/1902	229	229	0.734305	0	0	0	221.76	-7.24	
197386	242964	8	1111110		12/09/2008	23/09/2009	304	10	13/08/2009	BT	Paid	5/08/2008	875	249	249	0.791086	0	0	0	240.49	-8.51
197387	242964	8	1111110		17/08/2007	11/09/2008	306	25	29/07/2008	BT	Paid	3/08/2007	874	235	235	0.750686	0	0	0	229.71	-5.29
197388	242964	8	1111110		23/08/2006	16/08/2007	303	15	BT	Paid	4/08/2006	22/05/1902	229	229	0.75264	0	0	0	228.05	-0.95	
197667	243830	8	1111110		23/02/2008	23/08/2008	152	10	24/07/2008	BT	Paid	20/02/2008	870	138	138	0.907895	0	0	0	138	0
197668	243830	8	1111110		23/08/2007	22/02/2008	155	25	23/01/2008	BT	Paid	22/08/2007	869	127	127	0.819355	0	0	0	127	0
197669	243830	8	1111110		23/02/2007	22/08/2007	149	25	BT	Paid	22/02/2007	18/05/1902	127	127	0.852349	0	0	0	127	0	
197670	243830	8	1111110		23/08/2006	22/02/2007	154	15	BT	Paid	21/08/2006	17/05/1902	123	123	0.798701	0	0	0	123	0	
197835	244207	8	1111110		6/03/2008	13/09/2008	152	10	14/08/2008	BT	Paid	15/02/2008	870	138	138	0.907895	0	0	0	138	0
197836	244207	8	1111110		6/09/2007	5/03/2008	153	25	4/02/2008	BT	Paid	7/08/2007	869	127	127	0.753595	0	0	0	115.3	-11.7
197837	244207	8	1111110		6/03/2007	5/09/2007	152	25	BT	Paid	14/02/2007	18/05/1902	127	127	0.808882	0	0	0	122.95	-4.05	
197838	244207	8	1111110		5/09/2006	5/03/2007	152	15	BT	Paid	7/08/2006	17/05/1902	123	123	0.713355	0	0	0	108.43	-14.57	
197896	244534	8	1111110		26/07/2008	27/07/2009	304	10	29/06/2009	BT	Paid	16/07/2008	875	249	249	0.811842	0	0	0	246.8	-2.2
197897	244534	8	1111110		26/07/2007	25/07/2008	306	25	25/06/2008	BT	Paid	26/06/2007	874	235	235	0.767974	0	0	0	235	0
197898	244534	8	1111110		26/07/2006	25/07/2007	303	15	BT	Paid	19/07/2006	22/05/1902	229	229	0.755776	0	0	0	229	0	
198006	244879	8	1111110		5/09/2008	8/09/2009	304	10	20/05/2009	BT	Paid	27/08/2008	875	249	249	0.819079	0	0	0	249	0
198007	244879	8	1111110		5/09/2007	4/09/2008	306	25	5/08/2008	BT	Paid	24/08/2007	874	235	235	0.767974	0	0	0	235	0
198008	244879	8	1111110		5/09/2006	4/09/2007	303	15	BT	Paid	18/08/2006	22/05/1902	229	229	0.755776	0	0	0	229	0	
198357	245884	8	1111110		30/09/2007	11/10/2007	153	25	BT	Not	Paid	869	127	127	0.830065	0	0	0	0	0	
198358	245884	8	1111110		2/04/2007	29/09/2007	150	25	BT	Paid	13/04/2007	18/05/1902	127	127	0.846667	0	0	0	127	0	
198359	245884	8	1111110		2/10/2006	31/03/2007	152	15	BT	Paid	13/10/2006	4/01/1903	123	123	0.809211	0	0	0	123	0	
198373	245915	8	1111110		4/12/2007	16/12/2008	304	10	17/11/2008	BT	Paid	5/12/2007	874	235	235	0.745066	0	0	0	226.5	-8.5
198374	245915	8	1111110		4/12/2006	3/12/2007	304	25	3/11/2007	BT	Paid	5/12/2006	874	235	235	0.745757	0	0	0	226.71	-8.29
198497	246280	8	1111110		6/01/2008	5/01/2009	304	10	9/12/2008	BT	Paid	6/01/2008	875	249	249	0	249	0	249	0	0
198498	246280	8	1111110		2/01/2007	5/01/2008	304	25	6/12/2007	BT	Paid	2/01/2007	874	235	235	0	234.999.904	0	234.999.904	0	0
198539	246443	8	1111110		6/09/2008	8/09/2009	304	10	10/08/2009	BT	Paid	4/09/2008	875	249	249	0.819079	0	0	0	249	0
198540	246443	8	1111110		5/09/2007	5/09/2008	306	25	6/08/2008	BT	Paid	3/09/2007	874	235	235	0.749183	0	0	0	229.25	-5.75
198541	246443	8	1111110		5/09/2006	4/09/2007	303	15	BT	Paid	1/09/2006	22/05/1902	229	229	0.732013	0	0	0	221.8	-7.2	
198826	247477	8	1111110		10/06/2008	9/06/2009	304	10	11/05/2009	BT	Paid	21/05/2008	875	249	249	0.819079	0	0	0	249	0
198827	247477	8	1111110		8/06/2007	9/06/2008	306	25	8/05/2008	BT	Paid	16/05/2007	874	235	235	0.767974	0	0	0	235	0
198828	247477	8	1111110		8/06/2006	7/06/2007	303	15	BT	Paid	17/05/2006	22/05/1902	229	229	0.755776	0	0	0	229	0	
199028	248077	8	1111110		20/09/2008	21/09/2009	304	10	24/08/2009	BT	Paid	3/09/2008	875	249	249	0.819079	0	0	0	249	0
199029	248077	8	1111110		20/09/2007	19/09/2008	306	25	20/08/2008	BT	Paid	4/09/2007	874	235	235	0.767974	0	0	0	235	0
199030	248077	8	1111110		20/09/2006	19/09/2007	303	15	BT	Paid	4/09/2006	22/05/1902	229	229	0.755776	0	0	0	229	0	
199364	249391	8	1111110		13/02/2008	11/02/2009	304	10	12/01/2009	BT	Paid	5/02/2008	875	249	249	0.819079	0	0	0	249	0
199365	249391	8	1111110		13/02/2007	12/02/2008	304	25	14/01/2008	BT	Paid	13/02/2007	874	235	235	0.773026	0	0	0	235	0
199366	249391	8	1111110		13/02/2006	12/02/2007	303	15	BT	Paid	8/02/2006	22/05/1902	229	229	0.755776	0	0	0	229	0	
199667	250381	8	1111110		9/11/2007	7/02/2008	76	BT	Not	Paid	864										
199668	250381	8	1111110		9/08/2007	8/11/2007	77	25	19/10/2007	BT	Paid	8/08/2007	864	68	68	0.883117	0	0	0	68	0
199669	250381	8	1111110		9/05/2007	8/08/2007	76	25	BT	Paid	15/05/2007	13/05/1902	68	68	0.894737	0	0	0	68	0	
199670	250381	8	1111110		9/02/2007	8/05/2007	74	25	BT	Paid	12/02/2007	13/05/1902	68	68	0.882703	0	0	0	65.32	-2.68	
199671	250381	8	1111110		9/11/2006	8/02/2007	76	15	BT	Paid	15/11/2006	12/05/1902	65	65	0.855263	0	0	0	65	0	
199828	251044	8	1111110		1/01/2008	31/03/2008	76	10	3/03/2008	BT	Paid	31/12/2007	865	74	74	0.973684	0	0	0	74	0
199829	251044	8	1111110		30/09/2007	31/12/2007	77	25	1/12/2007	BT	Paid	1/10/2007	864	68	68	0.883117	0	0	0	68	0
199830	251044	8	1111110		2/07/2007	29/09/2007	76	25	BT	Paid	2/07/2007	13/05/1902	68	68	0.894737	0	0	0	68	0	
199831	251044	8	1111110		2/04/2007	30/06/2007	74	25	BT	Paid	2/04/2007	13/05/1902	68	68	0.918919	0	0	0	68	0	
199832	251044	8	1111110		2/01/2007	31/03/2007	77	25	BT	Paid	28/12/2006	13/05/1902	68	68	0.883117	0	0	0	68	0	
199938	251457	8	1111110		25/01/2008	2/02/2009	304	25	5/01/2009	BT	Paid	21/01/2008	875	249	249	0.819079	0	0	0	249	0
199939	251457	8	1111110		25/01/2007	24/01/2008	304	25	25/12/2007	BT	Paid	29/12/2006	874	235	235	0.773026	0	0	0	235	0
199940	251457	8	1111110		25/01/2006	24/01/2007	303	15	BT	Paid	1/02/2006	22/05/1902	229	229	0.755776	0	0	0	229	0	
200191	252629	8	1111110		1/01/2008	30/12/2008	304	10	22/11/2008	BT	Paid	12/12/2007	875	249	249	0.819079	0	0	0	249	0
200192	252629	8	1111110		2/01/2007	31/12/2007	304	25	1/12/2007	BT	Paid	11/12/2006	874	235	235	0.773026	0	0	0	235	0
200501	253623	8	1111110		21/10/2008	5/11/2009	304	10	6/10/2009	BT	Paid	2/10/2008	875	249	249	0.819079	0	0	0	249	0
200502	253623	8	1111110		30/09/2007	20/10/2008	306	25	22/09/2008	BT	Paid	27/09/2007	874	235	235	0.760784	0	0	0	232.8	-2.2
200503	253623	8	1111110		2/10/2006	29/09/2007	302	15	BT	Paid	8/09/2006	22/05/1902	229	229	0.758278	0	0	0	229	0	
200680	254425	8	1111110		21/11/2007	19/02/2008	76	10	21/01/2008	BT	Paid	13/11/2007	864	68	68	0.894737	0	0	0	68	0
200681	254425	8	1111110		21/08/2007	20/11/2007	78	25	22/10/2007	BT	Paid	3/08/2007	864	68	68	0.84359	0	0	0	65.8	-2.2
200682	254425	8	1111110		21/05/2007	20/08/2007	76	25	BT	Paid	17/04/2007	13/05/1902	68	68	0.894737	0	0	0	68	0	
200683	254425	8	1111110		20/02/2007	19/05/2007	74	25	BT	Paid	31/01/2007	13/05/1902	68	68	0.918919	0	0	0	68	0	
200684	254425	8	1111110		20/11/2006	19/02/2007	77	15	BT	Paid	7/11/2006	12/05/1902	65	65	0.844156	0	0	0	65	0	
200751	254936	8	1111110		4/01/2008	20/04/2009	304	10	24/02/2009	BT	Paid	14/12/2007	875	249	249	0.663816	0	0	0	201.8	-47.2
200752	254936	8	1111110		1/12/2006	3/01/2008	304	15	4/12/2007	BT	Paid	2/11/2006	873	229	229	0.688158	0	0	0	209.2	-25.8
200830	255611	8	1111110		1/01/2008	30/12/2008	304	10	22/11/2008	BT	Paid	1/01/2008	875	249	249	0	249	0	249	0	0
200831	255611	8	1111110		2/01/2007	31/12/2007	304	25	1/12/2007	BT	Paid	2/01/2007	874	235	235	0	234.999.904	0	234.999.904	0	0
201042	257871	8	1111110		6/04/2008	4/04/2009	304	10	16/02/2009	BT	Paid	14/04/2008	875	249	249	0.819079	0	0	0	249	0
201043	257871	8	1111110		6/04/2007	5/04/2008	304	25	28/02/2008	BT	Paid	13/03/2007	874	235	235	0.773026	0	0	0	235	0
201044	257871	8	1111110		6/04/2006	5/04/2007	303	15	BT	Paid	24/04/2006	23/10/1900	229	229	0.755776	0	0	0	229	0	
201280	260703	8	1111110		11/01/2008	9/04/2008	76	25	10/03/2008	BT	Paid	7/01/2008	865	74	74	0.973684	0	0	0	74	0
201281	260703	8	1111110		11/10/2007	10/01/2008	76	25	11/12/2007	BT	Paid	2/10/2007	864	68	68	0.881579	0	0	0	67	-1
201282	260703	8	1111110		11/07/2007	10/10/2007	77	25	BT	Paid	15/06/2007	13/05/1902	68	68	0.883117	0	0	0	68	0	
201283	260703	8	1111110		11/04/2007	10/07/2007	75	25	BT	Paid	3/04/2007	13/05/1902	68	68	0.906667	0	0	0	68	0	
201284	260703	8	1111110		11/01/2007	10/04/2007	76	25	BT	Paid	3/01/2007	13/05/1902	68	68	0.894737	0	0	0	68	0	
201285	260703	8	1111110		11/10/2006	10/01/2007	75	15	BT	Paid	28/09/2006	12/05/1902	65	65	0.866667	0	0	0	65	0	
201613	262543	8	1111110		11/07/2008	3/07/2009	297	10	3/06/2009	BT	Paid	8/07/2008	875	249	249	0.819079	0	0	0	243.27	0
201614	262543	8	1111110		13/07/2007	10/07/2008	302	25	10/06/2008	BT	Paid	4/07/2007	1004	254.33	235	0.773179	0	19.33	19.33	233.5	0
201615	262543	8	1111110		13/07/2006	12/07/2007	303	15	BT	Paid	5/07/2006	22/05/1902	229	229	0.752145	0	0	0	227.9	-1.1	
201708	263893	8	1111110		12/06/2008	12/06/2009	304	10	13/05/2009	BT	Paid	4/06/2008	875	249	249	0.819079	0	0	0	249	0
201709	263893	8	1111110		12/06/2007	11/06/2008	306	25	12/05/2008	BT	Paid	7/06/2007	874	235	235	0.767974	0	0	0	246.16	0
201710	263893	8	1111110		12/06/2006	11/06/2007	303	15	BT	Paid	9/05/2006	22/05/1902	229	229	0.755776	0	0	0	247.6	0	
201848	265531	8	1111110		12/08/2008	12/08/2009	304	10	13/07/2009	BT	Paid	20/08/2008	875	249	249	0.819079	0	0	0	249	0
201849	265531	8	1111110		11/08/2007	11/08/2008	306	25	14/07/2008	BT	Paid	17/08/2007	874	235	235	0.764052	0	0	0	233.8	-1.2
201850	265531	8	1111110		11/07/2006	10/08/2007	329	15	BT	Paid	11/07/2006	29/09/1902	247.83	229	0.696049	0	18.83	18.83	229	0	
201933	265906	8	1111110		12/02/2008	10/02/2009	304	10	12/01/2009	BT	Paid	5/02/2008	875	249	249	0.819079	0	0	0	249	0
201934	265906	8	1111110		10/02/2007	11/02/2008	304	25	10/01/2008	BT	Paid	26/01/2007	874	235	235	0.773026	0	0	0	235	0
201935	265906	8	1111110		9/01/2006	9/02/2007	331	15	BT	Paid	11/01/2006	23/10/1900	229	229	0.691843	0	0	0	229	0	
202325	268767	8	1111110		10/08/2008	11/08/2009	304	10	13/07/2009	BT	Paid	5/08/2008	875	249	249	0.819079	0	0	0	249	0
202326	268767	8	1111110		10/08/2007	9/08/2008	306	25	10/07/2008	BT	Paid	11/07/2007	874	235	235	0.767974	0	0	0	235	0
202327	268767	8	1111110		10/08/2006	9/08/2007	303	15	BT	Paid	26/07/2006	22/05/1902	229	229	0.755776	0	0	0	229	0	
202401	269080	8	1111110		30/11/2007	28/02/2008	76	10	29/01/2008	BT	Paid	28/11/2007	864	68	68	0.894737	0	0	0	68	0
202402	269080	8	1111110		30/08/2007	29/11/2007	78	25	30/10/2007	BT	Paid	9/08/2007	864	68	68	0.871795	0	0	0	68	0
202403	269080	8	1111110		30/05/2007	29/08/2007	77	25	BT	Paid	30/05/2007	13/05/1902	68	68	0.883117	0	0	0	68	0	
202404	269080	8	1111110		28/02/2007	29/05/2007	74	25	BT	Paid	22/02/2007	13/05/1902	68	68	0.918919	0	0	0	68	0	
202405	269080	8	1111110		28/11/2006	27/02/2007	77	15	BT	Paid	22/11/2006	12/05/1902	65	65	0.844156	0	0	0	65	0	
202625	270944	8	1111110		15/02/2008	28/02/2009	304	10	29/01/2009	BT	Paid	28/01/2008	875	249	249	0.819079	0	0	0	249	0
202626	270944	8	1111110		7/02/2007	14/02/2008	304	25	14/01/2008	BT	Paid	12/01/2007	874	235	235	0.755691	0	0	0	229.73	-5.27
202627	270944	8	1111110		7/02/2006	6/02/2007	303	15	BT	Paid	23/01/2006	22/05/1902	229	229	0.741452	0	0	0	224.66	-4.34	
202718	271375	8	1111110		20/05/2008	18/05/2009	304	10	BT	Not	Paid	875									
202719	271375	8	1111110		19/04/2007	19/05/2008	329	25	2/05/2008	BT	Paid	16/04/2007	1004	254.33	235	0.714286	0	19.33	19.33	235	0
202720	271375	8	1111110		19/10/2006	18/04/2007	151	15	BT	Paid	19/10/2006	17/05/1902	123	123	0.81457	0	0	0	123	0	
202799	271634	8	1111110		14/05/2008	24/05/2008	304	10	BT	Not	Paid	875	249	249	0.819079	0	0	0	0	0	
202800	271634	8	1111110		12/05/2007	13/05/2008	305	25	14/04/2008	BT	Paid	13/04/2007	874	235	235	0.770492	0	0	0	235	0
202801	271634	8	1111110		12/05/2006	11/05/2007	303	15	BT	Paid	10/05/2006	22/05/1902	229	229	0.755776	0	0	0	229	0	
202829	271746	8	1111110		23/09/2008	23/09/2009	304	10	24/08/2009	BT	Paid	22/09/2008	875	249	249	0.819079	0	0	0	249	0
202830	271746	8	1111110		21/09/2007	22/09/2008	306	25	25/08/2008	BT	Paid	17/09/2007	874	235	235	0.767974	0	0	0	235	0
202831	271746	8	1111110		21/09/2006	20/09/2007	303	15	BT	Paid	18/09/2006	22/05/1902	229	229	0.755776	0	0	0	229	0	
203010	273408	8	1111110		30/01/2008	28/01/2009	304	25	29/12/2008	BT	Paid	10/01/2008	875	249	249	0.819079	0	0	0	249	0
203011	273408	8	1111110		30/01/2007	29/01/2008	304	25	31/12/2007	BT	Paid	13/12/2006	1004	254.33	235	0.773026	0	19.33	19.33	235	0
203012	273408	8	1111110		30/12/2006	29/01/2007	25	25	BT	Paid	30/12/2006	5/10/1902	24	24	0	0	0	0	0	-24	
203019	273439	8	1111110		3/06/2008	3/06/2009	304	10	4/05/2009	BT	Paid	26/05/2008	875	249	249	0.819079	0	0	0	249	0
203020	273439	8	1111110		1/06/2007	2/06/2008	306	25	5/05/2008	BT	Paid	9/05/2007	874	235	235	0.767974	0	0	0	235	0
203021	273439	8	1111110		1/06/2006	31/05/2007	302	15	BT	Paid	11/05/2006	22/05/1902	229	229	0.758278	0	0	0	229	0	
203162	274360	8	1111110		10/09/2008	10/09/2009	304	10	11/08/2009	BT	Paid	26/08/2008	875	249	249	0.819079	0	0	0	249	0
203163	274360	8	1111110		10/09/2007	9/09/2008	305	25	11/08/2008	BT	Paid	3/09/2007	874	235	235	0.770492	0	0	0	235	0
203164	274360	8	1111110		9/09/2006	8/09/2007	303	15	BT	Paid	17/08/2006	22/05/1902	229	229	0.755776	0	0	0	229	0	
203357	276350	8	1111110		1/01/2008	31/03/2008	76	25	17/03/2008	DD	Paid	19/12/2007	865	74	74	0.973684	0	0	0	74	0
203358	276350	8	1111110		30/09/2007	31/12/2007	77	25	17/12/2007	DD	Paid	13/09/2007	864	68	68	0.883117	0	0	0	68	0
203359	276350	8	1111110		30/06/2007	29/09/2007	77	25	DD	Paid	13/06/2007	13/05/1902	68	68	0.883117	0	0	0	68	0	
203360	276350	8	1111110		30/03/2007	29/06/2007	75	25	DD	Paid	14/03/2007	13/05/1902	68	68	0.906667	0	0	0	68	0	
203361	276350	8	1111110		30/12/2006	29/03/2007	76	25	DD	Paid	13/12/2006	13/05/1902	68	68	0.894737	0	0	0	68	0	
203991	281502	8	1111110		6/03/2008	20/04/2009	304	10	23/03/2009	BT	Paid	10/03/2008	875	249	249	0.785263	0	0	0	238.72	-10.28
203992	281502	8	1111110		6/02/2007	5/03/2008	329	25	4/02/2008	BT	Paid	15/01/2007	1004	254.33	235	0.714286	0	19.33	19.33	235	0
203993	281502	8	1111110		6/11/2006	5/02/2007	76	15	BT	Paid	7/11/2006	12/05/1902	65	65	0.641447	0	0	0	48.75	-16.25	
204018	281829	8	1111110		12/12/2007	11/03/2008	76	10	11/02/2008	BT	Paid	18/12/2007	864	68	68	0.894737	0	0	0	68	0
204019	281829	8	1111110		12/09/2007	11/12/2007	77	25	12/11/2007	BT	Paid	18/09/2007	864	68	68	0.883117	0	0	0	68	0
204020	281829	8	1111110		12/06/2007	11/09/2007	77	25	BT	Paid	19/06/2007	7/04/1903	68	68	0.777143	0	0	0	59.84	0	
204021	281829	8	1111110		23/02/2007	25/05/2007	76	25	BT	Paid	20/02/2007	22/03/1903	68	68	0.631579	0	0	0	48	0	
204865	287303	8	1111110		1/01/2008	30/12/2008	304	10	22/11/2008	BT	Paid	29/12/2007	875	249	249	0.819079	0	0	0	249	0
204866	287303	8	1111110		2/01/2007	31/12/2007	304	25	1/12/2007	BT	Paid	29/12/2006	874	235	235	0.773026	0	0	0	235	0
204956	287544	8	1111110		1/02/2008	30/01/2009	304	25	31/12/2008	BT	Paid	9/01/2008	875	249	249	0.811842	0	0	0	246.8	-2.2
204957	287544	8	1111110		1/02/2007	31/01/2008	304	25	1/01/2008	BT	Paid	5/01/2007	874	235	235	0.773026	0	0	0	235	0
204958	287544	8	1111110		1/02/2006	31/01/2007	303	15	BT	Paid	18/01/2006	22/05/1902	229	229	0.755776	0	0	0	229	0	
205645	290946	8	1111110		1/04/2008	30/03/2009	304	10	2/03/2009	BT	Paid	1/04/2008	875	249	249	0.819079	0	0	0	249	0
205646	290946	8	1111110		2/04/2007	31/03/2008	303	25	3/03/2008	BT	Paid	2/04/2007	874	235	235	0.775578	0	0	0	235	0
205647	290946	8	1111110		1/04/2006	31/03/2007	303	15	BT	Paid	30/03/2006	22/05/1902	229	229	0.755776	0	0	0	229	0	
205656	290997	8	1111110		6/02/2008	4/02/2009	304	25	5/01/2009	BT	Paid	16/01/2008	875	249	249	0.811842	0	0	0	246.8	-2.2
205657	290997	8	1111110		6/02/2007	5/02/2008	304	25	7/01/2008	BT	Paid	8/01/2007	874	235	235	0.773026	0	0	0	235	0
205658	290997	8	1111110		6/02/2006	5/02/2007	303	15	BT	Paid	17/01/2006	22/05/1902	229	229	0.755776	0	0	0	229	0	
205851	292017	8	1111110		21/03/2008	19/09/2008	152	10	20/08/2008	BT	Paid	18/03/2008	870	138	138	0.907895	0	0	0	138	0
205852	292017	8	1111110		21/09/2007	20/03/2008	153	25	19/02/2008	BT	Paid	6/09/2007	869	127	127	0.830065	0	0	0	127	0
205853	292017	8	1111110		21/03/2007	20/09/2007	152	25	BT	Paid	13/03/2007	18/05/1902	127	127	0.835526	0	0	0	127	0	
205854	292017	8	1111110		21/09/2006	20/03/2007	151	15	BT	Paid	31/08/2006	17/05/1902	123	123	0.81457	0	0	0	123	0	
205932	292478	8	1111110		12/10/2007	10/11/2007	25	25/10/2007	DD	Paid	26/09/2007	29/05/1902	24	24	0.96	0	0	0	24	0	
205933	292478	8	1111110		12/09/2007	11/10/2007	26	25	26/09/2007	DD	Paid	22/08/2007	880	24	24	0.369231	0	0	0	9.6	-14.4
205934	292478	8	1111110		13/08/2007	11/09/2007	25	25	DD	Paid	25/07/2007	29/05/1902	24	24	0.96	0	0	0	24	0	
205935	292478	8	1111110		12/07/2007	11/08/2007	26	25	DD	Paid	27/06/2007	29/05/1902	24	24	0.923077	0	0	0	24	0	
205936	292478	8	1111110		12/06/2007	11/07/2007	26	25	DD	Paid	23/05/2007	29/05/1902	24	24	0.923077	0	0	0	24	0	
205937	292478	8	1111110		11/05/2007	11/06/2007	25	25	DD	Paid	25/04/2007	29/05/1902	24	24	0.96	0	0	0	24	0	
205938	292478	8	1111110		11/04/2007	10/05/2007	25	25	DD	Paid	21/03/2007	29/05/1902	24	24	0.96	0	0	0	24	0	
205939	292478	8	1111110		10/03/2007	10/04/2007	26	25	DD	Paid	21/02/2007	29/05/1902	24	24	0.923077	0	0	0	24	0	
205940	292478	8	1111110		10/02/2007	9/03/2007	24	24	DD	Paid	24/01/2007	29/05/1902	24	24	1	0	0	0	24	0	
205941	292478	8	1111110		10/01/2007	9/02/2007	27	25	DD	Paid	20/12/2006	29/05/1902	24	24	0.888889	0	0	0	24	0	
205942	292478	8	1111110		11/12/2006	9/01/2007	24	24	DD	Paid	22/11/2006	29/05/1902	24	24	1	0	0	0	24	0	
206084	293377	8	1111110		27/08/2008	7/09/2009	304	10	10/08/2009	BT	Paid	3/09/2008	875	249	249	0.79875	0	0	0	242.82	-6.18
206085	293377	8	1111110		10/07/2007	26/08/2008	331	25	28/07/2008	BT	Paid	19/06/2007	1004	254.33	235	0.70997	0	19.33	19.33	235	0
206086	293377	8	1111110		17/04/2007	9/07/2007	75	25	BT	Paid	17/04/2007	13/05/1902	68	68	0.906667	0	0	0	68	0	
206087	293377	8	1111110		16/01/2007	16/04/2007	77	25	BT	Paid	17/01/2007	13/05/1902	68	68	0.883117	0	0	0	68	0	
206088	293377	8	1111110		16/10/2006	15/01/2007	75	15	BT	Paid	17/10/2006	12/05/1902	65	65	0.866667	0	0	0	65	0	
206159	293625	8	1111110		22/03/2008	21/03/2009	304	10	19/02/2009	BT	Paid	21/03/2008	875	249	249	0.819079	0	0	0	249	0
206160	293625	8	1111110		22/03/2007	21/03/2008	305	25	20/02/2008	BT	Paid	12/03/2007	874	235	235	0.770492	0	0	0	235	0
206161	293625	8	1111110		22/03/2006	21/03/2007	303	15	BT	Paid	8/03/2006	22/05/1902	229	229	0.752805	0	0	0	228.1	-0.9	
206507	294805	8	1111110		20/03/2008	19/03/2009	304	10	17/02/2009	BT	Paid	27/03/2008	875	249	249	0.796053	0	0	0	242	-7
206508	294805	8	1111110		20/03/2007	19/03/2008	305	25	18/02/2008	BT	Paid	20/03/2007	874	235	235	0.770492	0	0	0	235	0
206509	294805	8	1111110		20/03/2006	19/03/2007	303	15	BT	Paid	22/03/2006	22/05/1902	229	229	0.755776	0	0	0	229	0	
206847	296321	8	1111110		10/05/2008	11/05/2009	304	10	13/04/2009	BT	Paid	7/05/2008	875	249	249	0.815789	0	0	0	248	-1
206848	296321	8	1111110		10/05/2007	9/05/2008	305	25	9/04/2008	BT	Paid	25/04/2007	874	235	235	0.770492	0	0	0	235	0
206849	296321	8	1111110		10/05/2006	9/05/2007	303	15	BT	Paid	4/05/2006	22/05/1902	229	229	0.755776	0	0	0	229	0	
206982	297158	8	1111110		1/12/2007	29/02/2008	76	10	30/01/2008	BT	Paid	3/12/2007	864	68	68	0.894737	0	0	0	68	0
206983	297158	8	1111110		1/09/2007	30/11/2007	77	25	31/10/2007	BT	Paid	29/08/2007	864	68	68	0.883117	0	0	0	68	0
206984	297158	8	1111110		1/06/2007	31/08/2007	77	25	BT	Paid	30/05/2007	13/05/1902	68	68	0.753247	0	0	0	58	-10	
206985	297158	8	1111110		1/03/2007	31/05/2007	75	25	BT	Paid	27/02/2007	13/05/1902	68	68	0.906667	0	0	0	68	0	
206986	297158	8	1111110		1/12/2006	28/02/2007	75	15	BT	Paid	28/11/2006	12/05/1902	65	65	0.906667	0	0	0	68	0	
206990	297307	8	1111110		14/05/2008	11/05/2009	304	10	13/04/2009	BT	Paid	7/05/2008	875	249	249	0.819079	0	0	0	249	0
206991	297307	8	1111110		11/04/2007	13/05/2008	330	25	10/04/2008	BT	Paid	28/03/2007	1004	254.33	235	0.712121	0	19.33	19.33	235	0
206992	297307	8	1111110		10/10/2006	10/04/2007	152	15	BT	Paid	8/09/2006	17/05/1902	123	123	0.809211	0	0	0	123	0	
207375	301861	8	1111110		12/07/2008	25/07/2009	304	10	25/06/2009	BT	Paid	23/06/2008	875	249	249	0.819079	0	0	0	249	0
207376	301861	8	1111110		11/07/2007	11/07/2008	306	25	11/06/2008	BT	Paid	11/06/2007	874	235	235	0.702288	0	0	0	214.9	-20.1
207377	301861	8	1111110		11/07/2006	10/07/2007	303	15	BT	Paid	9/06/2006	22/05/1902	229	229	0.755776	0	0	0	229	0	
207586	302681	8	1111110		11/01/2008	9/01/2009	304	25	10/12/2008	BT	Paid	7/01/2008	875	249	249	0.819079	0	0	0	249	0
207587	302681	8	1111110		11/01/2007	10/01/2008	304	25	11/12/2007	BT	Paid	9/01/2007	874	235	235	0.773026	0	0	0	235	0
207588	302681	8	1111110		11/01/2006	10/01/2007	303	15	BT	Paid	5/01/2006	22/05/1902	229	229	0.755776	0	0	0	229	0	
207835	303317	8	1111110		12/12/2007	11/06/2008	152	10	12/05/2008	BT	Paid	27/11/2007	869	127	127	0.835526	0	0	0	127	0
207836	303317	8	1111110		12/06/2007	11/12/2007	154	25	12/11/2007	BT	Paid	30/05/2007	869	127	127	0.786688	0	0	0	121.15	-5.85
207837	303317	8	1111110		12/12/2006	11/06/2007	150	25	BT	Paid	30/11/2006	18/05/1902	127	127	0.798133	0	0	0	119.72	-7.28	
208045	304732	8	1111110		13/09/2008	28/09/2009	304	10	31/08/2009	BT	Paid	26/08/2008	875	249	249	0.780921	0	0	0	237.4	-11.6
208046	304732	8	1111110		31/08/2007	12/09/2008	306	25	13/08/2008	BT	Paid	1/08/2007	874	235	235	0.740882	0	0	0	226.71	-8.29
