SubscriptionID	CustomerID	ProductID	Pattern	StartDate	EndDate	NbrNewspapers	NbrStart	RenewalDate	PaymentType	PaymentStatus	PaymentDate	FormulaID	GrossFormulaPrice	NetFormulaPrice	NetNewspaperPrice	ProductDiscount	FormulaDiscount	TotalDiscount	TotalPrice	TotalCredit
568234	96140	8	1111110	1/7/2008	29/09/2008	76	10	15/09/2008	DD	Paid	18/06/2008	865	74	74	0.973684	0	0	0	74	
568350	107317	8	1111110	1/7/2008	29/09/2008	76	10	15/09/2008	DD	Paid	18/06/2008	865	74	74	0.973684	0	0	0	74	
56843	12235	8	1111110	1/1/2008	30/12/2008	304	10	21/11/2008	BT	Paid	18/12/2007	875	249	249	0.819079	0	0	0	249	
56844	12235	8	1111110	2/1/2007	31/12/2007	304	25	1/12/2007	BT	Paid	19/12/2006	874	235	235	0.773026	0	0	0	235	
568580	222899	8	1111110	16/07/2008	14/10/2008	76	10	15/09/2008	BT	Paid	17/07/2008	865	74	74	0.973684	0	0	0	74	
568588	276350	8	1111110	1/7/2008	29/09/2008	76	10	15/09/2008	DD	Paid	18/06/2008	865	74	74	0.973684	0	0	0	74	
568601	505171	8	1111110	16/07/2008	16/10/2008	76	10	16/09/2008	BT	Paid	7/7/2008	865	74	74	0.973684	0	0	0	74	
568609	759556	8	1111110	16/07/2008	14/10/2008	76	10	15/09/2008	BT	Paid	17/07/2008	865	74	74	0.973684	0	0	0	74	
568745	15316	8	1111110	2/7/2008	30/09/2008	76	10	15/09/2008	DD	Paid	18/06/2008	865	74	74	0.973684	0	0	0	74	
568822	47428	8	1111110	1/7/2008	29/09/2008	76	10	15/09/2008	DD	Paid	18/06/2008	865	74	74	0.973684	0	0	0	74	
568844	250603	2	1111110	15/10/2008	16/04/2009	152	10	17/03/2009	BT	Paid	22/10/2008	904	138	138	0.907895	0	0	0	138	
568892	687526	2	1111110	1/7/2008	29/09/2008	76	10	15/09/2008	DD	Paid	18/06/2008	919	74	74	0.973684	0	0	0	74	
568893	686887	3	1111110	1/7/2008	29/09/2008	76	10	15/09/2008	DD	Paid	18/06/2008	919	74	74	0.973684	0	0	0	74	
568921	466169	1	1111110	9/8/2008	7/11/2008	76	10	8/10/2008	BT	Paid	9/7/2008	919	74	74	0.973684	0	0	0	74	
569180	989670	8	1111110	19/03/2008	18/06/2008	76	25	10/6/2008	BT	Paid	17/03/2008	1718	74	52	0.684211	0	22	22	52	
569181	989670	8	1111110	19/06/2008	17/12/2008	152	10	17/11/2008	BT	Paid	1/7/2008	2149	138	121.44	0.798947	0	16.56	16.56	121.44	
569255	132539	6	1111110	1/4/2008	29/09/2008	152	25	1/9/2008	BT	Paid	28/03/2008	2052	138	138	0.907895	0	0	0	138	
569256	132539	6	1111110	30/09/2008	30/03/2009	152	10	2/3/2009	BT	Paid	11/9/2008	2052	138	138	0.907895	0	0	0	138	
56941	12444	8	1111110	1/1/2008	9/1/2009	304	10	10/12/2008	BT	Paid	20/12/2007	875	249	249	0.819079	0	0	0	249	
56942	12444	8	1111110	2/1/2007	31/12/2007	304	25	1/12/2007	BT	Paid	19/12/2006	874	235	235	0.773026	0	0	0	235	
569516	74922	8	1111110	1/4/2008	30/03/2009	304	10	2/3/2009	BT	Paid	2/4/2008	875	249	249	0.819079	0	0	0	248.89	
569686	457626	2	1111110	5/8/2008	3/11/2008	76	10	6/10/2008	BT	Paid	29/07/2008	919	74	74	0.973684	0	0	0	74	
569688	501314	2	1111110	2/8/2008	30/10/2008	76	10	30/09/2008	BT	Paid	15/07/2008	919	74	74	0.973684	0	0	0	74	
569766	60412	6	1111110	29/03/2008	10/10/2008	164	10	10/9/2008	BT	Paid	18/03/2008	3472	148.894.737	138	0.841463	0	10.894.737	10.894.737	138	
569767	60412	6	1111110	11/10/2008	10/4/2009	152	10	11/3/2009	BT	Paid	25/09/2008	3476	138	138	0.907895	0	0	0	138	
569797	47039	8	1111110	8/4/2008	8/4/2009	304	10	9/3/2009	BT	Paid	18/03/2008	299	249	249	0.819079	0	0	0	249	
569842	277687	7	1111110	20/03/2008	19/06/2008	76	25	26/06/2008	BT	Paid	18/03/2008	3618	74	52	0.684211	0	22	22	52	
569843	277687	7	1111110	30/06/2008	27/01/2009	164	10	15/01/2009	BT	Paid	9/7/2008	2991	148.89	138	0.841463	0	10.89	10.89	138	
569988	72793	8	1111110	10/6/2008	22/09/2008	76	10	25/08/2008	BT	Paid	4/6/2008	3530	74	65.12	0.856842	0	8.88	8.88	65.12	
570011	66815	6	1111110	4/7/2008	10/10/2008	76	10	10/9/2008	BT	Paid	17/06/2008	3002	74	74	0.973684	0	0	0	74	
570025	476717	8	1111110	25/03/2008	7/4/2008	12	0	BT	Paid	25/03/2008	1/11/1909	12.48	0	0	0	12.48	12.48	0	0	
570174	117858	8	1111110	31/03/2008	12/4/2008	12	0	BT	Paid	31/03/2008	1/11/1909	12.48	0	0	0	12.48	12.48	0	0	
570243	373557	8	1111110	19/07/2008	17/10/2008	76	10	17/09/2008	BT	Paid	26/06/2008	865	74	74	0.973684	0	0	0	74	
570294	747499	8	1111110	30/07/2008	18/11/2008	76	10	20/10/2008	BT	Paid	29/07/2008	865	74	74	0.973684	0	0	0	74	
570418	131396	4	1111110	31/03/2008	12/4/2008	12	0	14/08/2009	BT	Paid	31/03/2008	3583	12.48	0	0	0	12.48	12.48	0	
571016	820484	2	1111110	19/10/2008	20/04/2009	152	10	23/03/2009	BT	Paid	3/10/2008	904	138	138	0.907895	0	0	0	138	
571183	465192	8	1111110	22/03/2008	21/06/2008	76	25	BT	Paid	20/03/2008	8/12/1909	74	52	0.684211	0	22	22	52	0	
571602	292478	8	1111110	9/5/2008	9/6/2008	25	10	22/05/2008	DD	Paid	23/04/2008	881	26	26	1.04	0	0	0	26	
571640	941323	1	1111110	25/07/2008	22/10/2008	76	10	22/09/2008	BT	Paid	7/7/2008	919	74	74	0.973684	0	0	0	74	
571649	674158	4	1111110	10/5/2008	9/6/2008	25	10	26/05/2008	DD	Paid	30/04/2008	914	26	26	1.04	0	0	0	26	
571662	649295	2	1111110	25/07/2008	22/10/2008	76	10	22/09/2008	BT	Paid	17/07/2008	919	74	74	0.973684	0	0	0	74	
571666	671850	4	1111110	10/5/2008	9/6/2008	25	10	26/05/2008	DD	Paid	30/04/2008	924	26	26	1.04	0	0	0	26	
571714	723982	7	1111110	10/7/2008	8/10/2008	76	10	22/09/2008	DD	Paid	25/06/2008	919	74	74	0.973684	0	0	0	74	
571833	899177	8	1111110	26/07/2008	23/10/2008	76	10	23/09/2008	BT	Paid	4/7/2008	865	74	74	0.973684	0	0	0	74	
571854	279512	1	1111110	2/8/2008	30/10/2008	76	10	30/09/2008	BT	Paid	24/07/2008	919	74	74	0.973684	0	0	0	74	
571858	599953	2	1111110	11/7/2008	9/10/2008	76	10	23/09/2008	DD	Paid	25/06/2008	919	74	74	0.973684	0	0	0	74	
571945	864378	8	1111110	1/4/2008	6/10/2008	152	10	8/9/2008	BT	Paid	7/4/2008	1734	138	138	0.907895	0	0	0	137.41	
571946	864378	8	1111110	7/10/2008	6/4/2009	152	10	9/3/2009	BT	Paid	17/10/2008	1734	138	138	0.907895	0	0	0	138	
571975	805609	8	1111110	27/03/2008	24/04/2008	25	25	18/04/2008	BT	Paid	1/4/2008	252	26	26	1.04	0	0	0	26	
571988	19976	8	1111110	25/10/2008	25/04/2009	152	10	26/03/2009	BT	Paid	21/10/2008	1617	138	138	0.907895	0	0	0	138	
572107	773204	2	1111110	27/07/2008	24/10/2008	76	10	24/09/2008	BT	Paid	30/07/2008	919	74	74	0.973684	0	0	0	74	
572120	688093	5	1111110	2/8/2008	5/11/2008	76	10	6/10/2008	BT	Paid	7/7/2008	919	74	74	0.973684	0	0	0	74	
572276	515669	8	1111110	31/03/2008	12/4/2008	12	0	27/03/2009	BT	Paid	31/03/2008	3593	12.48	0	0	0	12.48	12.48	0	
572441	134111	8	1111110	28/03/2008	26/06/2008	76	25	27/05/2008	BT	Paid	27/03/2008	865	74	74	0.973684	0	0	0	74	
572442	134111	8	1111110	27/06/2008	25/09/2008	76	10	26/08/2008	BT	Paid	17/06/2008	865	74	74	0.973684	0	0	0	74	
572642	823583	8	1111110	29/07/2008	29/07/2008	76	10	BT	Not Paid	Paid	865									
572685	775256	6	1111110	29/07/2008	25/10/2008	76	10	25/09/2008	BT	Paid	1/8/2008	919	74	74	0.973684	0	0	0	74	
572691	755594	3	1111110	10/8/2008	6/12/2008	76	10	6/11/2008	BT	Paid	6/8/2008	919	74	74	0.973684	0	0	0	74	
573178	161458	8	1111110	7/8/2008	5/11/2008	76	10	6/10/2008	BT	Paid	4/8/2008	865	74	74	0.973684	0	0	0	74	
573383	24910	8	1111110	2/8/2008	30/10/2008	76	10	30/09/2008	BT	Paid	31/07/2008	865	74	74	0.973684	0	0	0	74	
573430	18636	2	1111110	29/10/2008	10/11/2008	152	10	BT	Not Paid	Paid	904	138	138	0.907895	0	0	0	0	0	
573513	814753	4	1111110	17/05/2008	14/06/2008	25	10	29/05/2008	DD	Paid	7/5/2008	924	26	26	1.04	0	0	0	26	
573612	664053	6	1111110	30/10/2008	30/04/2009	152	10	31/03/2009	BT	Paid	3/11/2008	904	138	138	0.907895	0	0	0	138	
573706	662547	4	1111110	31/05/2008	28/06/2008	25	10	12/6/2008	DD	Paid	21/05/2008	924	26	26	1.04	0	0	0	26	
573733	757734	6	1111110	1/8/2008	29/10/2008	76	10	29/09/2008	BT	Paid	30/07/2008	919	74	74	0.973684	0	0	0	74	
573996	190757	8	1111110	19/06/2008	30/06/2009	304	10	1/6/2009	BT	Paid	25/06/2008	2159	249	219.12	0.720789	0	29.88	29.88	219.12	
574008	494643	8	1111110	3/4/2008	2/7/2008	76	25	25/06/2008	BT	Paid	1/4/2008	3630	74	52	0.684211	0	22	22	52	
574009	494643	8	1111110	3/7/2008	25/07/2008	304	10	BT	Not Paid	Paid	2159	249	219.12	0.720789	0	29.88	29.88	0	0	
574028	6811	8	1111110	19/06/2008	19/06/2009	304	10	20/05/2009	BT	Paid	2/7/2008	2159	249	219.12	0.720789	0	29.88	29.88	219.12	
574272	204245	8	1111110	2/8/2008	30/10/2008	76	10	30/09/2008	BT	Paid	15/07/2008	865	74	74	0.973684	0	0	0	74	
574293	746547	3	1111110	31/10/2008	2/5/2009	152	10	2/4/2009	BT	Paid	21/10/2008	904	138	138	0.907895	0	0	0	138	
574318	980298	8	1111110	4/4/2008	3/7/2008	76	25	1/7/2008	BT	Paid	2/4/2008	3630	74	52	0.684211	0	22	22	52	
574319	980298	8	1111110	4/7/2008	8/8/2009	304	10	9/7/2009	BT	Paid	29/07/2008	2159	249	219.12	0.720789	0	29.88	29.88	219.12	
574440	117617	8	1111110	19/06/2008	30/06/2009	304	10	1/6/2009	BT	Paid	25/06/2008	2159	249	219.12	0.720789	0	29.88	29.88	219.12	
574715	99046	8	1111110	24/06/2008	15/07/2009	304	10	15/06/2009	BT	Paid	6/8/2008	2159	249	219.12	0.720789	0	29.88	29.88	219.12	
574802	100943	8	10	12/4/2008	11/4/2009	52	24	12/3/2009	BT	Paid	17/04/2008	1505	57.2	57.2	1.1	0	0	0	57.2	
574859	72602	8	1111110	7/8/2008	5/11/2008	76	10	6/10/2008	BT	Paid	25/07/2008	865	74	74	0.973684	0	0	0	74	
574993	127786	8	1111110	23/05/2008	20/06/2008	25	10	4/6/2008	DD	Paid	7/5/2008	881	26	26	1.04	0	0	0	26	
575004	466565	8	1111110	23/05/2008	20/06/2008	25	10	4/6/2008	DD	Paid	7/5/2008	881	26	26	1.04	0	0	0	26	
575034	795307	8	1111110	19/08/2008	17/11/2008	76	10	20/10/2008	BT	Paid	30/07/2008	865	74	74	0.973684	0	0	0	74	
575069	802122	2	1111110	19/08/2008	17/11/2008	76	10	20/10/2008	BT	Paid	7/8/2008	919	74	74	0.973684	0	0	0	74	
575084	905850	1	1111110	7/8/2008	19/11/2008	76	10	20/10/2008	BT	Paid	1/9/2008	919	74	74	0.973684	0	0	0	74	
575158	660232	3	1111110	7/8/2008	5/11/2008	76	10	6/10/2008	BT	Paid	6/8/2008	919	74	74	0.973684	0	0	0	74	
575164	908515	7	10000	7/8/2008	5/11/2008	13	4	6/10/2008	BT	Paid	1/8/2008	1930	14.3	14.3	1.1	0	0	0	14.3	
575252	746325	8	1111110	9/4/2008	7/4/2009	304	25	9/3/2009	BT	Paid	17/04/2008	1622	249	219.12	0.720789	0	29.88	29.88	219.12	
575429	114705	8	1111110	25/06/2008	25/06/2009	304	10	26/05/2009	BT	Paid	25/06/2008	2159	249	219.12	0.720789	0	29.88	29.88	219.12	
575505	168550	8	1111110	8/8/2008	6/11/2008	76	10	7/10/2008	BT	Paid	5/8/2008	865	74	74	0.973684	0	0	0	74	
57553	14363	8	1111110	1/1/2008	30/12/2008	304	10	21/11/2008	BT	Paid	1/1/2008	875	249	249	0	249	0	249	0	
57554	14363	8	1111110	2/1/2007	31/12/2007	304	25	1/12/2007	BT	Paid	2/1/2007	874	235	235	0	234.999.904	0	234.999.904	0	
575549	153820	8	1111110	8/8/2008	6/11/2008	76	10	7/10/2008	BT	Paid	18/08/2008	1607	74	74	0.973684	0	0	0	74	
575585	221564	8	1111110	27/05/2008	24/06/2008	25	10	9/6/2008	DD	Paid	14/05/2008	881	26	26	1.04	0	0	0	26	
575707	810810	6	1111110	27/05/2008	24/06/2008	25	10	9/6/2008	DD	Paid	14/05/2008	924	26	26	1.04	0	0	0	26	
575726	501783	6	1111110	27/05/2008	24/06/2008	25	10	9/6/2008	DD	Paid	14/05/2008	924	26	26	1.04	0	0	0	26	
575734	990176	8	1111110	12/10/2008	13/10/2008	152	10	9/10/2008	BT	Not Paid	Paid	2154	138	138	0.907895	0	0	0	0	
575776	891368	2	1111110	30/04/2008	30/05/2009	329	10	30/04/2009	BT	Paid	17/04/2008	2184	269.48	249	0.756839	0	20.48	20.48	249	
576012	919102	2	1111110	15/08/2008	16/08/2008	76	10	13/08/2008	BT	Not Paid	Paid	919	74	74	0.973684	0	0	0	0	
576142	791818	8	1111110	11/4/2008	10/7/2008	76	25	10/6/2008	BT	Paid	23/04/2008	273	74	74	0.973684	0	0	0	74	
576143	791818	8	1111110	11/7/2008	9/10/2008	76	10	9/9/2008	BT	Paid	16/07/2008	273	74	74	0.973684	0	0	0	74	
576343	19435	2	1111110	10/8/2008	8/11/2008	76	10	9/10/2008	BT	Paid	4/8/2008	919	74	74	0.973684	0	0	0	74	
576388	908515	7	10	10/8/2008	15/11/2008	13	4	16/10/2008	BT	Paid	1/8/2008	1930	14.3	14.3	1.1	0	0	0	14.3	
576428	141123	8	1111110	12/4/2008	11/6/2008	50	25	5/6/2008	BT	Paid	11/4/2008	1651	48.68	28	0.56	0	20.68	20.68	51.56	
576429	141123	8	1111110	12/6/2008	16/06/2009	304	10	18/05/2009	BT	Paid	8/7/2008	2159	249	219.12	0.720789	0	29.88	29.88	245.16	
576526	99534	8	1111110	12/11/2008	10/2/2009	76	10	12/1/2009	BT	Paid	20/11/2008	2138	74	65.12	0.856842	0	8.88	8.88	65.12	
576644	110883	8	1111110	30/05/2008	27/06/2008	25	10	11/6/2008	DD	Paid	14/05/2008	881	26	26	1.04	0	0	0	26	
576678	89989	8	1111110	5/12/2008	6/6/2009	152	10	7/5/2009	BT	Paid	21/11/2008	870	138	138	0.907895	0	0	0	138	
577018	724306	3	1111110	14/08/2008	13/11/2008	76	10	28/10/2008	DD	Paid	30/07/2008	919	74	74	0.973684	0	0	0	74	
577020	727567	1	1111110	20/08/2008	18/11/2008	76	10	3/11/2008	DD	Paid	6/8/2008	919	74	74	0.973684	0	0	0	74	
577178	672911	4	1111110	30/05/2008	27/06/2008	25	10	11/6/2008	DD	Paid	14/05/2008	924	26	26	1.04	0	0	0	26	
577188	686132	4	1111110	30/05/2008	27/06/2008	25	10	11/6/2008	DD	Paid	14/05/2008	924	26	26	1.04	0	0	0	26	
577258	688847	4	1111110	30/05/2008	27/06/2008	25	10	11/6/2008	DD	Paid	14/05/2008	924	26	26	1.04	0	0	0	26	
577261	687377	4	1111110	30/05/2008	27/06/2008	25	10	11/6/2008	DD	Paid	14/05/2008	924	26	26	1.04	0	0	0	26	
577415	648674	4	1111110	30/05/2008	27/06/2008	25	10	11/6/2008	DD	Paid	14/05/2008	924	26	26	1.04	0	0	0	26	
577416	648359	4	1111110	30/05/2008	27/06/2008	25	10	11/6/2008	DD	Paid	14/05/2008	924	26	26	1.04	0	0	0	26	
577454	659999	4	1111110	30/05/2008	27/06/2008	25	10	11/6/2008	DD	Paid	14/05/2008	924	26	26	1.04	0	0	0	26	
577571	663938	4	1111110	30/05/2008	27/06/2008	25	10	11/6/2008	DD	Paid	14/05/2008	924	26	26	1.04	0	0	0	26	
577723	290109	5	1111110	12/8/2008	10/11/2008	76	10	13/10/2008	BT	Paid	12/8/2008	919	74	74	0.973684	0	0	0	74	
577863	661893	6	1111110	30/05/2008	27/06/2008	25	10	11/6/2008	DD	Paid	14/05/2008	924	26	26	1.04	0	0	0	26	
578023	674645	6	1111110	30/05/2008	27/06/2008	25	10	11/6/2008	DD	Paid	14/05/2008	924	26	26	1.04	0	0	0	26	
578126	687496	6	1111110	1/8/2008	29/10/2008	76	10	13/10/2008	DD	Paid	16/07/2008	919	74	74	0.973684	0	0	0	74	
578207	688633	7	1111110	30/05/2008	27/06/2008	25	10	11/6/2008	DD	Paid	14/05/2008	924	26	26	1.04	0	0	0	26	
578239	665352	7	1111110	30/05/2008	27/06/2008	25	10	11/6/2008	DD	Paid	14/05/2008	924	26	26	1.04	0	0	0	26	
578259	670078	7	1111110	30/05/2008	27/06/2008	25	10	11/6/2008	DD	Paid	14/05/2008	924	26	26	1.04	0	0	0	26	
578371	661019	7	1111110	30/05/2008	27/06/2008	25	10	11/6/2008	DD	Paid	14/05/2008	924	26	26	1.04	0	0	0	26	
578392	654114	7	1111110	30/05/2008	27/06/2008	25	10	11/6/2008	DD	Paid	14/05/2008	924	26	26	1.04	0	0	0	26	
578397	459548	2	1111110	20/08/2008	18/11/2008	76	10	20/10/2008	BT	Paid	18/08/2008	919	74	74	0.973684	0	0	0	74	
578470	665388	4	1111110	30/05/2008	27/06/2008	25	10	11/6/2008	DD	Paid	14/05/2008	924	26	26	1.04	0	0	0	26	
578573	646636	4	1111110	30/05/2008	27/06/2008	25	10	11/6/2008	DD	Paid	14/05/2008	924	26	26	1.04	0	0	0	26	
578576	663403	4	1111110	30/05/2008	27/06/2008	25	10	11/6/2008	DD	Paid	14/05/2008	924	26	26	1.04	0	0	0	26	
578646	669049	4	1111110	30/05/2008	27/06/2008	25	10	11/6/2008	DD	Paid	14/05/2008	924	26	26	1.04	0	0	0	26	
578944	658697	6	1111110	30/05/2008	27/06/2008	25	10	11/6/2008	DD	Paid	14/05/2008	924	26	26	1.04	0	0	0	26	
579199	459556	3	1111110	3/5/2008	18/05/2009	304	10	30/04/2009	BT	Paid	5/5/2008	2868	249	136.95	0.417434	0	112.05	112.05	126.9	
579390	279181	7	1111110	14/08/2008	13/11/2008	76	10	14/10/2008	BT	Paid	5/8/2008	919	74	74	0.973684	0	0	0	74	
579459	145281	8	1111110	1/7/2008	30/07/2008	25	0	29/07/2008	BT	Paid	1/7/2008	1569	26	0	0	0	26	26	0	
579460	145281	8	1111110	31/07/2008	28/10/2008	76	10	29/09/2008	BT	Paid	11/8/2008	2138	74	65.12	0.856842	0	8.88	8.88	65.12	
57968	15316	8	1111110	1/1/2008	31/03/2008	76	25	17/03/2008	DD	Paid	19/12/2007	865	74	74	0.973684	0	0	0	74	
57969	15316	8	1111110	30/09/2007	31/12/2007	77	25	17/12/2007	DD	Paid	13/09/2007	864	68	68	0.87013	0	0	0	67	
57970	15316	8	1111110	2/7/2007	29/09/2007	76	25	DD	Paid	13/06/2007	13/05/1902	68	68	0.894737	0	0	0	68	0	
57971	15316	8	1111110	2/4/2007	30/06/2007	74	25	DD	Paid	14/03/2007	13/05/1902	68	68	0.918919	0	0	0	68	0	
57972	15316	8	1111110	2/1/2007	31/03/2007	77	25	DD	Paid	13/12/2006	13/05/1902	68	68	0.883117	0	0	0	68	0	
579742	465784	8	1111110	14/05/2008	11/5/2009	304	10	13/04/2009	BT	Paid	28/04/2008	1739	249	249	0.819079	0	0	0	249	
579751	671228	2	1111110	15/08/2008	14/11/2008	76	10	15/10/2008	BT	Paid	12/8/2008	919	74	74	0.973684	0	0	0	74	
580358	142963	4	1111110	21/04/2008	5/5/2008	12	0	BT	Paid	21/04/2008	9/5/1910	12.48	0	0	0	12.48	12.48	0	0	
580597	136257	4	1111110	21/04/2008	5/5/2008	12	0	5/5/2008	BT	Paid	21/04/2008	3782	12.48	0	0	0	12.48	12.48	0	
580598	136257	1	1111110	6/5/2008	19/07/2008	64	25	7/7/2008	BT	Paid	15/05/2008	3791	62.315.789	52	0.8125	0	10.315.789	10.315.789	52	
580679	138977	4	1111110	21/04/2008	5/5/2008	12	0	BT	Paid	21/04/2008	9/5/1910	12.48	0	0	0	12.48	12.48	0	0	
581348	137628	4	1111110	21/04/2008	5/5/2008	12	0	6/5/2008	BT	Paid	21/04/2008	3782	12.48	0	0	0	12.48	12.48	0	
581349	137628	2	1111110	8/5/2008	23/07/2008	64	25	7/7/2008	BT	Paid	15/05/2008	3791	62.315.789	52	0.8125	0	10.315.789	10.315.789	52	
582204	139105	4	1111110	21/04/2008	5/5/2008	12	0	28/04/2008	BT	Paid	21/04/2008	3782	12.48	0	0	0	12.48	12.48	0	
582205	139105	4	1111110	6/5/2008	19/06/2008	38	25	24/06/2008	BT	Paid	14/05/2008	3783	37	28	0.736842	0	9	9	28	
582333	816337	4	1111110	21/04/2008	5/5/2008	12	0	5/5/2008	BT	Paid	21/04/2008	3782	12.48	0	0	0	12.48	12.48	0	
582334	816337	3	1111110	6/5/2008	19/07/2008	64	25	7/7/2008	BT	Paid	16/05/2008	3791	62.315.789	52	0.8125	0	10.315.789	10.315.789	52	
582607	142242	4	1111110	21/04/2008	5/5/2008	12	0	17/02/2010	BT	Paid	21/04/2008	3782	12.48	0	0	0	12.48	12.48	0	
582921	144738	7	1111110	21/04/2008	5/5/2008	12	0	21/01/2009	BT	Paid	21/04/2008	3782	12.48	0	0	0	12.48	12.48	0	
583079	787204	8	1111110	17/08/2008	28/08/2008	76	10	30/09/2008	BT	Not Paid	Paid	865	74	74	0.973684	0	0	0	0	
583397	805609	8	1111110	25/04/2008	26/05/2008	25	10	6/8/2009	BT	Paid	13/05/2008	252	26	26	1.04	0	0	0	26	
583559	36632	8	1111110	19/11/2008	19/05/2009	152	10	20/04/2009	BT	Paid	20/11/2008	870	138	138	0.907895	0	0	0	138	
583563	794899	8	1111110	19/11/2008	19/11/2008	152	10	BT	Not Paid	Paid	870									
583579	786704	8	1111110	2/9/2008	1/12/2008	76	10	3/11/2008	BT	Paid	1/8/2008	865	74	74	0.973684	0	0	0	74	
583597	176619	8	1111110	19/11/2008	19/05/2009	152	10	20/04/2009	BT	Paid	17/11/2008	870	138	138	0.907895	0	0	0	138	
583615	212713	8	1111110	13/12/2008	15/06/2009	152	10	18/05/2009	BT	Paid	2/12/2008	870	138	138	0.907895	0	0	0	138	
583662	500564	8	1111110	20/08/2008	18/11/2008	76	10	20/10/2008	BT	Paid	7/8/2008	865	74	74	0.973684	0	0	0	74	
583693	210354	8	1111110	21/08/2008	19/11/2008	76	10	20/10/2008	BT	Paid	19/08/2008	865	74	74	0.973684	0	0	0	74	
583736	964816	8	1111110	21/08/2008	21/08/2008	76	10	BT	Not Paid	Paid	865									
583746	812585	8	1111110	21/08/2008	19/11/2008	76	10	20/10/2008	BT	Paid	1/8/2008	865	74	74	0.973684	0	0	0	74	
583893	25909	6	1111110	20/08/2008	18/11/2008	76	10	20/10/2008	BT	Paid	31/07/2008	919	74	74	0.973684	0	0	0	74	
584294	188226	8	1111110	20/09/2008	19/12/2008	76	10	19/11/2008	BT	Paid	9/9/2008	865	74	74	0.973684	0	0	0	74	
584312	292478	8	1111110	10/6/2008	7/7/2008	25	10	23/06/2008	DD	Paid	28/05/2008	881	26	26	1.04	0	0	0	26	
584376	4870	8	1111110	22/08/2008	20/11/2008	76	10	21/10/2008	BT	Paid	13/08/2008	865	74	74	0.973684	0	0	0	74	
584483	913153	2	1111110	4/5/2008	4/5/2009	304	10	24/04/2009	BT	Paid	6/5/2008	2868	249	136.95	0.430164	0	112.05	112.05	130.77	
584512	148633	8	1111110	24/04/2008	23/06/2008	50	25	BT	Paid	22/04/2008	25/07/1904	48.68	28	0.56	0	20.68	20.68	28	0	
584664	69230	5	1111110	27/08/2008	25/11/2008	76	10	27/10/2008	BT	Paid	31/07/2008	3002	74	74	0.973684	0	0	0	74	
584749	674158	3	1111110	10/6/2008	8/9/2008	25	10	25/08/2008	DD	Paid	28/05/2008	914	26	26	1.04	0	0	0	26	
584756	671850	2	1111110	10/6/2008	8/7/2008	25	10	23/06/2008	DD	Paid	28/05/2008	924	26	26	1.04	0	0	0	26	
584781	947115	7	1111110	23/08/2008	21/11/2008	76	10	22/10/2008	BT	Paid	21/08/2008	919	74	74	0.973684	0	0	0	74	
584929	890162	2	1111110	3/5/2008	2/5/2009	304	10	2/4/2009	BT	Paid	6/5/2008	2868	249	136.95	0.450493	0	112.05	112.05	136.95	
584982	598184	8	1111110	28/04/2008	13/05/2008	12	0	BT	Paid	28/04/2008	22/05/1910	12.48	0	0	0	12.48	12.48	0	0	
584991	205875	8	1111110	28/04/2008	13/05/2008	12	0	BT	Paid	28/04/2008	22/05/1910	12.48	0	0	0	12.48	12.48	0	0	
585135	672056	8	1111110	24/08/2008	27/11/2008	76	10	28/10/2008	BT	Paid	9/9/2008	865	74	74	0.973684	0	0	0	74	
585188	217328	8	1111110	23/11/2008	25/05/2009	152	10	27/04/2009	BT	Paid	24/11/2008	870	138	138	0.907895	0	0	0	138	
585397	459046	3	1111110	3/5/2008	2/5/2009	304	10	2/4/2009	BT	Paid	6/5/2008	2868	249	136.95	0.450493	0	112.05	112.05	136.95	
585467	115989	8	1111110	6/11/2008	7/5/2009	152	10	7/4/2009	BT	Paid	15/10/2008	2154	138	138	0.907895	0	0	0	138	
585521	793651	8	1111110	13/05/2008	26/05/2008	12	0	27/05/2008	BT	Paid	13/05/2008	3795	12.48	0	0	0	12.48	12.48	0	
585522	793651	8	1111110	28/05/2008	11/8/2008	64	25	11/8/2008	BT	Paid	6/6/2008	3796	62.315.789	52	0.8125	0	10.315.789	10.315.789	52	
585524	151219	8	1111110	13/05/2008	26/05/2008	12	0	21/05/2008	BT	Paid	13/05/2008	3795	12.48	0	0	0	12.48	12.48	0	
585525	151219	8	1111110	27/05/2008	29/05/2008	304	10	BT	Not Paid	Paid	2159	249	219.12	0.720789	0	29.88	29.88	0	0	
585612	151877	8	1111110	13/05/2008	26/05/2008	12	0	21/05/2008	BT	Paid	13/05/2008	3795	12.48	0	0	0	12.48	12.48	0	
585613	151877	8	1111110	27/05/2008	30/05/2008	304	10	BT	Not Paid	Paid	2159	249	219.12	0.720789	0	29.88	29.88	0	0	
585657	146838	8	1111110	13/05/2008	26/05/2008	12	0	10/2/2010	BT	Paid	13/05/2008	3795	12.48	0	0	0	12.48	12.48	0	
585733	148344	8	1111110	13/05/2008	26/05/2008	12	0	BT	Paid	13/05/2008	22/05/1910	12.48	0	0	0	12.48	12.48	0	0	
585764	785485	8	1111110	13/05/2008	26/05/2008	12	0	BT	Paid	13/05/2008	22/05/1910	12.48	0	0	0	12.48	12.48	0	0	
585903	150368	8	1111110	13/05/2008	26/05/2008	12	0	16/06/2008	BT	Paid	13/05/2008	3795	12.48	0	0	0	12.48	12.48	0	
585904	150368	8	1111110	1/8/2008	1/8/2008	152	10	BT	Not Paid	Paid	2149									
